title,description,url,published
Energy Transfer Signs Natural Gas Supply Agreement With CloudBurst,"(Reuters) - U.S. pipeline operator Energy Transfer on Monday entered into a long-term natural gas supply agreement with private, Denver-based...",https://www.usnews.com/news/technology/articles/2025-02-10/energy-transfer-signs-natural-gas-supply-agreement-with-cloudburst,2025-02-10 13:51:21
